user_input,provide_preference,accept_recommendation,reject_recommendation,inquire_resources,club_related_inquiries,short_answer_inquiries
That recipe book is exactly what I needed!,0,1,0,0,0,0
I'm interested in marine biology research.,1,0,0,0,0,0
Where can I find peer-reviewed papers on psychology?,0,0,0,1,0,0
This language learning method doesn't suit me.,0,0,1,0,0,0
How do vaccines work?,0,0,0,0,0,1
The drawing course really improved my skills!,0,1,0,0,0,0
"Honestly, I love retro gaming.",1,0,0,0,0,0
Need some good resources about renewable energy.,1,0,0,1,0,0
This camera lens isn't worth the money.,0,0,1,0,0,0
What's the function of DNA?,0,0,0,0,0,1
The productivity app is working wonders!,0,1,0,0,0,0
I'm more into contemporary architecture.,1,0,0,0,0,0
Any recommendations for learning web development?,1,0,0,1,0,0
This keyboard isn't comfortable for typing.,0,0,1,0,0,0
How does a combustion engine work?,0,0,0,0,0,1
The personal finance book was eye-opening!,0,1,0,0,0,0
Raw food diets work better for me.,1,0,0,0,0,0
Looking for resources about mental health.,0,0,0,1,0,0
This smartphone isn't user-friendly enough.,0,0,1,0,0,0
What causes northern lights?,0,0,0,0,0,1
That time management system really helps!,0,1,0,0,0,0
I prefer working remotely.,1,0,0,0,0,0
Where can I learn about cryptocurrency?,0,0,0,1,0,0
This ergonomic chair isn't comfortable.,0,0,1,0,0,0
How do black holes form?,0,0,0,0,0,1
The coding bootcamp was worth every penny!,0,1,0,0,0,0
I'm fascinated by quantum mechanics.,1,0,0,0,0,0
Need resources for learning about investments.,1,0,0,1,0,0
This VPN service is too slow.,0,0,1,0,0,0
What's the purpose of mitochondria?,0,0,0,0,0,1
The resume template worked perfectly!,0,1,0,0,0,0
I prefer using Linux over Windows.,1,0,0,0,0,0
Where can I find good architectural design courses?,0,0,0,1,0,0
This standing desk isn't adjustable enough.,0,0,1,0,0,0
How does wireless charging work?,0,0,0,0,0,1
The project management tool is fantastic!,0,1,0,0,0,0
I'm into sustainable fashion.,1,0,0,0,0,0
Looking for resources about urban farming.,1,0,0,1,0,0
This smart home system is too complicated.,0,0,1,0,0,0
What causes ocean tides?,0,0,0,0,0,1
The gardening course was super informative!,0,1,0,0,0,0
"Actually, I prefer traditional art techniques.",1,0,0,0,0,0
Need some good resources for voice training.,0,0,0,1,0,0
This graphic tablet isn't responsive enough.,0,0,1,0,0,0
How do planes stay in the air?,0,0,0,0,0,1
The database design tutorial was perfect!,0,1,0,0,0,0
I'm really into documentary filmmaking.,1,0,0,0,0,0
Where can I learn about video editing?,0,0,0,1,0,0
This microphone doesn't capture audio well.,0,0,1,0,0,0
What causes rainbows to form?,0,0,0,0,0,1
The scriptwriting course was exactly what I needed!,0,1,0,0,0,0
I prefer writing with fountain pens.,1,0,0,0,0,0
Looking for resources about calligraphy.,1,0,0,1,0,0
This tablet stylus isn't precise enough.,0,0,1,0,0,0
How do submarines work?,0,0,0,0,0,1
The 3D modeling tutorial was fantastic!,0,1,0,0,0,0
I'm interested in behavioral economics.,1,0,0,0,0,0
Where can I find market analysis resources?,0,0,0,1,0,0
This trading platform isn't intuitive.,0,0,1,0,0,0
What causes hyperinflation?,0,0,0,0,0,1
The stock screening tool works great!,0,1,0,0,0,0
I'm into historical reenactment.,1,0,0,0,0,0
Need resources for learning about medieval history.,1,0,0,1,0,0
This period costume isn't historically accurate.,0,0,1,0,0,0
What was the Renaissance period?,0,0,0,0,0,1
The genealogy software you suggested is perfect!,0,1,0,0,0,0
I prefer studying late at night.,1,0,0,0,0,0
Where can I find good MCAT prep materials?,0,0,0,1,0,0
This study method isn't effective for me.,0,0,1,0,0,0
What's the difference between prokaryotes and eukaryotes?,0,0,0,0,0,1
The flashcard app has helped tremendously!,0,1,0,0,0,0
i really love indie folk music,1,0,0,0,0,0
can you recommend some good books on neural networks?,1,0,0,1,0,0
that machine learning course wasn't beginner-friendly at all,0,0,1,0,0,0
how does cryptocurrency mining work?,0,0,0,0,0,1
the photo editing software you suggested is amazing!,0,1,0,0,0,0
i prefer using manual camera settings,1,0,0,0,0,0
where can i find tutorials about portrait photography?,0,0,0,1,0,0
this lens filter doesn't work well in low light,0,0,1,0,0,0
what's the exposure triangle in photography?,0,0,0,0,0,1
your suggestion for that lighting setup works perfectly,0,1,0,0,0,0
rock climbing is more my style than hiking,1,0,0,0,0,0
looking for some good mountaineering guides,1,0,0,1,0,0
this climbing harness isn't comfortable enough,0,0,1,0,0,0
what causes altitude sickness?,0,0,0,0,0,1
the trail map app you recommended is super useful,0,1,0,0,0,0
honestly i prefer cold brew over hot coffee,1,0,0,0,0,0
where can i learn about coffee roasting?,0,0,0,1,0,0
"nah, this coffee grinder is too loud",0,0,1,0,0,0
what's the difference between arabica and robusta?,0,0,0,0,0,1
that brewing method you showed me works great,0,1,0,0,0,0
i'm really into modern poetry,1,0,0,0,0,0
need some good creative writing resources,1,0,0,1,0,0
this writing prompt generator isn't helpful,0,0,1,0,0,0
what is a haiku?,0,0,0,0,0,1
the poetry workshop was exactly what i needed,0,1,0,0,0,0
3D printing is my new hobby,1,0,0,0,0,0
any resources for learning CAD design?,0,0,0,1,0,0
this modeling software crashes too often,0,0,1,0,0,0
how does fused deposition modeling work?,0,0,0,0,0,1
that slicing software recommendation was perfect,0,1,0,0,0,0
i enjoy building mechanical keyboards,1,0,0,0,0,0
where can i find PCB design tutorials?,0,0,0,1,0,0
these switches aren't tactile enough,0,0,1,0,0,0
what's the difference between hot-swap and soldered?,0,0,0,0,0,1
the keycap set you suggested looks amazing,0,1,0,0,0,0
virtual reality gaming is more my thing,1,0,0,0,0,0
looking for VR development resources,1,0,0,1,0,0
this headset has too much motion blur,0,0,1,0,0,0
how does hand tracking work in VR?,0,0,0,0,0,1
your game engine suggestion works perfectly,0,1,0,0,0,0
i prefer plant-based protein sources,1,0,0,0,0,0
where can i learn about vegan nutrition?,0,0,0,1,0,0
this protein powder tastes artificial,0,0,1,0,0,0
what's the recommended daily protein intake?,0,0,0,0,0,1
the meal planning app is really helpful,0,1,0,0,0,0
actually i'm more interested in ballet,1,0,0,0,0,0
need resources for learning dance techniques,1,0,0,1,0,0
these dance shoes aren't flexible enough,0,0,1,0,0,0
what's the difference between jazz and contemporary?,0,0,0,0,0,1
the online dance course was fantastic,0,1,0,0,0,0
i love studying about ancient egypt,1,0,0,0,0,0
where can i find archaeological papers?,0,0,0,1,0,0
this history documentary isn't accurate,0,0,1,0,0,0
when were the pyramids built?,0,0,0,0,0,1
the archaeology magazine subscription is worth it,0,1,0,0,0,0
terraforming is my favorite game mechanic,1,0,0,0,0,0
looking for game design tutorials,1,0,0,1,0,0
this level editor is too complicated,0,0,1,0,0,0
what is procedural generation?,0,0,0,0,0,1
the unity course you shared helped a lot,0,1,0,0,0,0
i prefer functional programming,1,0,0,0,0,0
where can i learn haskell programming?,0,0,0,1,0,0
this compiler gives unclear error messages,0,0,1,0,0,0
what's a pure function?,0,0,0,0,0,1
the programming bootcamp was excellent,0,1,0,0,0,0
hydroponics interests me more than traditional gardening,1,0,0,0,0,0
need resources about nutrient solutions,1,0,0,1,0,0
this pH meter isn't accurate enough,0,0,1,0,0,0
how do plants absorb nutrients?,0,0,0,0,0,1
the grow light system works perfectly,0,1,0,0,0,0
i'm into handmade ceramics,1,0,0,0,0,0
where can i learn about pottery glazing?,0,0,0,1,0,0
this kiln is too small for my projects,0,0,1,0,0,0
what temperature does clay vitrify?,0,0,0,0,0,1
the wheel throwing course was perfect,0,1,0,0,0,0
screenwriting is my passion,1,0,0,0,0,0
looking for resources about story structure,1,0,0,1,0,0
this scriptwriting software lacks features,0,0,1,0,0,0
what's a three-act structure?,0,0,0,0,0,1
the storytelling workshop helped immensely,0,1,0,0,0,0
i enjoy studying behavioral psychology,1,0,0,0,0,0
where can i find cognitive science papers?,0,0,0,1,0,0
this research methodology isn't rigorous,0,0,1,0,0,0
what is classical conditioning?,0,0,0,0,0,1
the psychology textbook you recommended is great,0,1,0,0,0,0
electronic music production is my thing,1,0,0,0,0,0
need some good sound design tutorials,1,0,0,1,0,0
this synthesizer doesn't have enough features,0,0,1,0,0,0
how does FM synthesis work?,0,0,0,0,0,1
the DAW you suggested fits my workflow perfectly,0,1,0,0,0,0
i prefer reading fantasy novels,1,0,0,0,0,0
where can i find worldbuilding resources?,0,0,0,1,0,0
this character development guide isn't helpful,0,0,1,0,0,0
what is magic realism?,0,0,0,0,0,1
the writing software recommendation was spot on,0,1,0,0,0,0
I prefer collecting vintage pocket watches,1,0,0,0,0,0
where can I find watch repair manuals?,0,0,0,1,0,0
what is a chronograph movement?,0,0,0,0,0,1
the watchmaking toolkit you suggested is perfect,0,1,0,0,0,0
this repair guide isn't detailed enough,0,0,1,0,0,0
I enjoy foraging for wild mushrooms,1,0,0,0,0,0
need resources about mushroom identification,0,0,0,1,0,0
what makes a mushroom poisonous?,0,0,0,0,0,1
that field guide you recommended is excellent,0,1,0,0,0,0
this mushroom app gives wrong identifications,0,0,1,0,0,0
I love studying weather patterns,1,0,0,0,0,0
where can I find meteorology courses?,0,0,0,1,0,0
what causes thunder during storms?,0,0,0,0,0,1
the weather station works exactly as described,0,1,0,0,0,0
this barometer readings seem inaccurate,0,0,1,0,0,0
I prefer restoring antique furniture,1,0,0,0,0,0
looking for wood restoration guides,0,0,0,1,0,0
what is french polishing technique?,0,0,0,0,0,1
those woodworking tools work beautifully,0,1,0,0,0,0
this furniture wax doesn't give good shine,0,0,1,0,0,0
I enjoy creating stained glass art,1,0,0,0,0,0
need tutorials for glass cutting techniques,0,0,0,1,0,0
what type of solder is best for glass?,0,0,0,0,0,1
the glass grinder you suggested is great,0,1,0,0,0,0
these glass scoring tools break too easily,0,0,1,0,0,0
I prefer keeping carnivorous plants,1,0,0,0,0,0
where can I learn about venus flytraps?,0,0,0,1,0,0
how often should pitcher plants be fed?,0,0,0,0,0,1
that specialized soil mix works perfectly,0,1,0,0,0,0
this growing medium retains too much water,0,0,1,0,0,0
I like studying ancient Roman coins,1,0,0,0,0,0
need resources about coin authentication,0,0,0,1,0,0
what is coin patina formation?,0,0,0,0,0,1
the magnification loupe is very helpful,0,1,0,0,0,0
this cleaning solution damaged the surface,0,0,1,0,0,0
I enjoy brewing kombucha at home,1,0,0,0,0,0
where can I find SCOBY cultivation guides?,0,0,0,1,0,0
what affects fermentation temperature?,0,0,0,0,0,1
those brewing jars work wonderfully,0,1,0,0,0,0
this pH meter isn't reliable enough,0,0,1,0,0,0
I prefer traditional bookbinding,1,0,0,0,0,0
need resources about leather binding,0,0,0,1,0,0
what is coptic stitch binding?,0,0,0,0,0,1
the awl set you recommended is perfect,0,1,0,0,0,0
this binding thread breaks too easily,0,0,1,0,0,0
I enjoy making natural perfumes,1,0,0,0,0,0
where can I learn about essential oils?,0,0,0,1,0,0
what is an enfleurage process?,0,0,0,0,0,1
those fragrance materials blend nicely,0,1,0,0,0,0
this distillation setup leaks too much,0,0,1,0,0,0
I prefer traditional puppet making,1,0,0,0,0,0
looking for marionette making guides,0,0,0,1,0,0
what is a control bar mechanism?,0,0,0,0,0,1
the joint system works smoothly now,0,1,0,0,0,0
these strings tangle too frequently,0,0,1,0,0,0
I enjoy telescope mirror grinding,1,0,0,0,0,0
need resources about mirror polishing,0,0,0,1,0,0
what is spherical aberration?,0,0,0,0,0,1
the abrasive grit sequence works well,0,1,0,0,0,0
this testing setup shows poor results,0,0,1,0,0,0
I prefer traditional blacksmithing,1,0,0,0,0,0
where can I find forge building plans?,0,0,0,1,0,0
what temperature is forge welding?,0,0,0,0,0,1
those hammering techniques improved results,0,1,0,0,0,0
this anvil face isn't properly hardened,0,0,1,0,0,0
I enjoy making mathematical art,1,0,0,0,0,0
need resources about golden ratio,0,0,0,1,0,0
what is recursive pattern generation?,0,0,0,0,0,1
the geometric drawing tools work great,0,1,0,0,0,0
this compass set isn't precise enough,0,0,1,0,0,0
I really enjoy working with Python for data analysis.,1,0,0,0,0,0
That JavaScript framework you suggested works perfectly for my project.,0,1,0,0,0,0
The Ruby tutorial you recommended isn't beginner-friendly enough.,0,0,1,0,0,0
What's the time complexity of quicksort?,0,0,0,0,0,1
Can you suggest some good resources for learning React Native?,0,0,0,1,0,0
I prefer using VS Code over other text editors.,1,0,0,0,0,0
The Docker course you mentioned was exactly what I needed.,0,1,0,0,0,0
This Git tutorial doesn't cover branching strategies well.,0,0,1,0,0,0
What's the difference between SQL and NoSQL databases?,0,0,0,0,0,1
Where can I find documentation for TypeScript decorators?,0,0,0,1,0,0
I love working with functional programming languages.,1,0,0,0,0,0
That debugging extension really improved my workflow.,0,1,0,0,0,0
The recommended IDE is too resource-intensive for my laptop.,0,0,1,0,0,0
How does garbage collection work in Java?,0,0,0,0,0,1
Looking for good resources on machine learning algorithms.,0,0,0,1,0,0
I prefer developing in Linux environments.,1,0,0,0,0,0
The Stack Overflow post you linked solved my problem.,0,1,0,0,0,0
This npm package doesn't handle async operations well.,0,0,1,0,0,0
What's the purpose of middleware in Express.js?,0,0,0,0,0,1
Where can I find example implementations of design patterns?,0,0,0,1,0,0
I enjoy building microservices architectures.,1,0,0,0,0,0
Your suggestion about using Redux really helped.,0,1,0,0,0,0
This cloud service provider isn't cost-effective for my needs.,0,0,1,0,0,0
What are the SOLID principles in object-oriented programming?,0,0,0,0,0,1
Need resources for learning GraphQL implementation.,0,0,0,1,0,0
I prefer using TensorFlow over PyTorch.,1,0,0,0,0,0
The testing framework you recommended works great.,0,1,0,0,0,0
This code formatter doesn't maintain my preferred style.,0,0,1,0,0,0
How does public key encryption work?,0,0,0,0,0,1
Looking for tutorials on implementing WebSocket servers.,0,0,0,1,0,0
I like developing mobile apps using Flutter.,1,0,0,0,0,0
The API documentation tool you suggested is perfect.,0,1,0,0,0,0
This deployment pipeline isn't suitable for our scale.,0,0,1,0,0,0
What's the difference between TCP and UDP?,0,0,0,0,0,1
Need resources for learning Kubernetes orchestration.,0,0,0,1,0,0
I prefer statically typed languages.,1,0,0,0,0,0
The code review tool you recommended is fantastic.,0,1,0,0,0,0
This logging framework doesn't provide enough detail.,0,0,1,0,0,0
How does virtual memory allocation work?,0,0,0,0,0,1
Where can I find good examples of clean code practices?,0,0,0,1,0,0
I enjoy working with serverless architectures.,1,0,0,0,0,0
The continuous integration setup works perfectly.,0,1,0,0,0,0
This authentication library isn't secure enough.,0,0,1,0,0,0
What's the purpose of dependency injection?,0,0,0,0,0,1
Looking for resources on implementing OAuth2.,0,0,0,1,0,0
I prefer using PostgreSQL for relational databases.,1,0,0,0,0,0
That caching strategy really improved performance.,0,1,0,0,0,0
This message queue doesn't handle back pressure well.,0,0,1,0,0,0
How does DNS resolution work?,0,0,0,0,0,1
Need tutorials on implementing REST APIs.,0,0,0,1,0,0
I like using container orchestration.,1,0,0,0,0,0
The monitoring tool you suggested is great.,0,1,0,0,0,0
This front-end framework is too opinionated.,0,0,1,0,0,0
What's the difference between processes and threads?,0,0,0,0,0,1
Where can I find examples of microservices patterns?,0,0,0,1,0,0
